Generation,Normal Average,Memetic Average
0,49.7,52
1,49.925,52
2,49.975,52
3,50.425,52
4,50.9,52
5,51.025,52
6,51.05,52
7,51.1,52
8,51.1,52
9,51.125,52
10,51.225,52
11,51.275,52
12,51.325,52
13,51.375,52
14,51.4,52
15,51.425,52
16,51.425,52
17,51.45,52
18,51.475,52
19,51.5,52
20,51.525,52
21,51.525,52
22,51.55,52
23,51.55,52
24,51.55,52
25,51.55,52
26,51.55,52
27,51.575,52
28,51.575,52
29,51.575,52
30,51.575,52
31,51.575,52
32,51.575,52
33,51.575,52
34,51.575,52
35,51.6,52
36,51.6,52
37,51.6,52
38,51.625,52
39,51.65,52
40,51.65,52
41,51.7,52
42,51.7,52
43,51.7,52
44,51.7,52
45,51.7,52
46,51.7,52
47,51.7,52
48,51.7,52
49,51.725,52
50,51.725,52
51,51.725,52
52,51.725,52
53,51.725,52
54,51.75,52
55,51.75,52
56,51.75,52
57,51.75,52
58,51.75,52
59,51.75,52
60,51.75,52
61,51.75,52
62,51.75,52
63,51.75,52
64,51.75,52
65,51.775,52
66,51.775,52
67,51.775,52
68,51.775,52
69,51.775,52
70,51.775,52
71,51.775,52
72,51.775,52
73,51.775,52
74,51.775,52
75,51.775,52
76,51.775,52
77,51.775,52
78,51.775,52
79,51.775,52
80,51.775,52
81,51.775,52
82,51.775,52
83,51.775,52
84,51.775,52
85,51.775,52
86,51.775,52
87,51.775,52
88,51.775,52
89,51.825,52
90,51.825,52
91,51.825,52
92,51.825,52
93,51.825,52
94,51.825,52
95,51.825,52
96,51.825,52
97,51.875,52
98,51.875,52
99,51.875,52
100,51.9,52
101,51.9,52
102,51.9,52
103,51.9,52
104,51.9,52
105,51.9,52
106,51.9,52
107,51.9,52
108,51.9,52
109,51.9,52
110,51.9,52
111,51.9,52
112,51.9,52
113,51.9,52
114,51.9,52
115,51.9,52
116,51.9,52
117,51.9,52
118,51.9,52
119,51.9,52
120,51.9,52
121,51.9,52
122,51.9,52
123,51.925,52
124,51.925,52
125,51.925,52
126,51.925,52
127,51.95,52
128,51.95,52
129,51.95,52
130,51.95,52
131,51.95,52
132,51.95,52
133,51.95,52
134,51.95,52
135,51.95,52
136,51.95,52
137,51.95,52
138,51.95,52
139,51.95,52
140,51.95,52
141,51.95,52
142,51.95,52
143,51.95,52
144,51.95,52
145,51.95,52
146,51.95,52
147,51.95,52
148,51.95,52
149,51.95,52
150,51.95,52
151,51.95,52
152,51.95,52
153,51.95,52
154,51.95,52
155,51.975,52
156,51.975,52
157,52,52
158,52,52
159,52,52
160,52,52
161,52,52
162,52,52
163,52,52
164,52,52
165,52,52
166,52,52
167,52,52
168,52,52
169,52,52
170,52,52
171,52,52
172,52,52
173,52,52
174,52,52
175,52,52
176,52,52
177,52,52
178,52,52
179,52,52
180,52,52
181,52,52
182,52,52
183,52,52
184,52,52
185,52,52
186,52,52
187,52,52
188,52,52
189,52,52
190,52,52
191,52,52
192,52,52
193,52,52
194,52,52
195,52,52
196,52,52
197,52,52
198,52,52
199,52,52
200,52,52
201,52,52
202,52,52
203,52,52
204,52,52
205,52,52
206,52,52
207,52,52
208,52,52
209,52,52
210,52,52
211,52,52
212,52,52
213,52,52
214,52,52
215,52,52
216,52,52
217,52,52
218,52,52
219,52,52
220,52,52
221,52,52
222,52,52
223,52,52
224,52,52
225,52,52
226,52,52
227,52,52
228,52,52
229,52,52
230,52,52
231,52,52
232,52,52
233,52,52
234,52,52
235,52,52
236,52,52
237,52,52
238,52,52
239,52,52
240,52,52
241,52,52
242,52,52
243,52,52
244,52,52
245,52,52
246,52,52
247,52,52
248,52,52
249,52,52
250,52,52
251,52,52
252,52,52
253,52,52
254,52,52
255,52,52
256,52,52
257,52,52
258,52,52
259,52,52
260,52,52
261,52,52
262,52,52
263,52,52
264,52,52
265,52,52
266,52,52
267,52,52
268,52,52
269,52,52
270,52,52
271,52,52
272,52,52
273,52,52
274,52,52
275,52,52
276,52,52
277,52,52
278,52,52
279,52,52
280,52,52
281,52,52
282,52,52
283,52,52
284,52,52
285,52,52
286,52,52
287,52,52
288,52,52
289,52,52
290,52,52
291,52,52
292,52,52
293,52,52
294,52,52
295,52,52
296,52,52
297,52,52
298,52,52
299,52,52
300,52,52
301,52,52
302,52,52
303,52,52
304,52,52
305,52,52
306,52,52
307,52,52
308,52,52
309,52,52
310,52,52
311,52,52
312,52,52
313,52,52
314,52,52
315,52,52
316,52,52
317,52,52
318,52,52
319,52,52
320,52,52
321,52,52
322,52,52
323,52,52
324,52,52
325,52,52
326,52,52
327,52,52
328,52,52
329,52,52
330,52,52
331,52,52
332,52,52
333,52,52
334,52,52
335,52,52
336,52,52
337,52,52
338,52,52
339,52,52
340,52,52
341,52,52
342,52,52
343,52,52
344,52,52
345,52,52
346,52,52
347,52,52
348,52,52
349,52,52
350,52,52
351,52,52
352,52,52
353,52,52
354,52,52
355,52,52
356,52,52
357,52,52
358,52,52
359,52,52
360,52,52
361,52,52
362,52,52
363,52,52
364,52,52
365,52,52
366,52,52
367,52,52
368,52,52
369,52,52
370,52,52
371,52,52
372,52,52
373,52,52
374,52,52
375,52,52
376,52,52
377,52,52
378,52,52
379,52,52
380,52,52
381,52,52
382,52,52
383,52,52
384,52,52
385,52,52
386,52,52
387,52,52
388,52,52
389,52,52
390,52,52
391,52,52
392,52,52
393,52,52
394,52,52
395,52,52
396,52,52
397,52,52
398,52,52
399,52,52
400,52,52
401,52,52
402,52,52
403,52,52
404,52,52
405,52,52
406,52,52
407,52,52
408,52,52
409,52,52
410,52,52
411,52,52
412,52,52
413,52,52
414,52,52
415,52,52
416,52,52
417,52,52
418,52,52
419,52,52
420,52,52
421,52,52
422,52,52
423,52,52
424,52,52
425,52,52
426,52,52
427,52,52
428,52,52
429,52,52
430,52,52
431,52,52
432,52,52
433,52,52
434,52,52
435,52,52
436,52,52
437,52,52
438,52,52
439,52,52
440,52,52
441,52,52
442,52,52
443,52,52
444,52,52
445,52,52
446,52,52
447,52,52
448,52,52
449,52,52
450,52,52
451,52,52
452,52,52
453,52,52
454,52,52
455,52,52
456,52,52
457,52,52
458,52,52
459,52,52
460,52,52
461,52,52
462,52,52
463,52,52
464,52,52
465,52,52
466,52,52
467,52,52
468,52,52
469,52,52
470,52,52
471,52,52
472,52,52
473,52,52
474,52,52
475,52,52
476,52,52
477,52,52
478,52,52
479,52,52
480,52,52
481,52,52
482,52,52
483,52,52
484,52,52
485,52,52
486,52,52
487,52,52
488,52,52
489,52,52
490,52,52
491,52,52
492,52,52
493,52,52
494,52,52
495,52,52
496,52,52
497,52,52
498,52,52
499,52,52
