Average Time Normal,Average Time Memetic,Best Value Normal,Best Value Memetic,Average Best Normal,Average Best Memetic,Generations,Population Size,Crossover Rate,Mutation Rate,Elitism Count,Average Generation of Best Value Normal,Average Generation of Best Value Memetic
0.0126705,0.174001,1024,1024,1021.9,1024,500,20,0.9,0.05,1,257.025,1.675
