Iterations, Time, Avg Cost, Best Cost 
186, 735.209, 3625.16, 2931
187, 738.643, 3636.12, 2970
188, 743.3, 3626.94, 2814
189, 746.221, 3627.17, 2878
190, 746.426, 3623.03, 2910
191, 754.43, 3626.31, 2783
192, 758.242, 3617.12, 2778
193, 761.841, 3610.09, 2949
194, 765.884, 3622.34, 2874
195, 769.453, 3609.58, 2885
196, 773.704, 3608.38, 2832
197, 777.327, 3604.64, 2978
198, 777.245, 3615.42, 2908
199, 784.927, 3592.23, 2857
200, 787.719, 3599.76, 2748
201, 792.789, 3586.13, 2733
202, 797.076, 3601.23, 2737
203, 801.139, 3585.26, 2818
204, 802.989, 3585.48, 2811
205, 808.547, 3593.28, 2921
206, 816.903, 3580.58, 2847
207, 814.835, 3578.55, 2788
208, 821.775, 3577.88, 2876
209, 825.306, 3575.48, 2756
210, 829.498, 3577.41, 2829
211, 824.101, 3577.06, 2894
212, 837.373, 3579.17, 2909
213, 839.577, 3567.76, 2786
214, 844.475, 3559.54, 2903
215, 847.177, 3562.58, 2842
216, 844.315, 3582.25, 2800
217, 855.812, 3557.87, 2796
218, 859.017, 3538.61, 2820
219, 861.62, 3536.47, 2657
220, 866.604, 3558.91, 2826
221, 871.05, 3545.87, 2780
222, 875.037, 3533.92, 2839
223, 882.821, 3548.65, 2933
224, 875.692, 3541.17, 2720
225, 886.25, 3533.4, 2798
226, 884.39, 3522.4, 2790
227, 894.312, 3516.63, 2845
228, 898.085, 3539.12, 2906
229, 901.194, 3532.43, 2794
230, 906.628, 3529.21, 2864
231, 910.294, 3527.14, 2726
232, 913.55, 3520.49, 2817
233, 913.27, 3526.46, 2855
234, 927.633, 3513.19, 2708
235, 933.839, 3517.43, 2785
236, 930.01, 3529.72, 2804
237, 926.25, 3528.07, 2631
238, 939.123, 3522.74, 2779
239, 939.846, 3515.02, 2855
240, 946.594, 3509.17, 2733
241, 950.211, 3513.64, 2843
242, 953.658, 3509.26, 2847
243, 958.682, 3515.94, 2860
244, 962.942, 3512.47, 2851
245, 965.251, 3490.45, 2771
246, 967.265, 3507.06, 2797
247, 970.077, 3503.45, 2750
248, 974.427, 3505.7, 2778
249, 977.946, 3497.9, 2848
250, 982.805, 3495.59, 2826
251, 978.277, 3495.28, 2829
252, 984.623, 3491.43, 2790
253, 995.434, 3485.32, 2784
254, 1000.16, 3490.73, 2686
255, 996.898, 3497.59, 2716
256, 1010.6, 3478.6, 2738
257, 1015.14, 3482.39, 2759
258, 1032.09, 3485.33, 2823
259, 1077.38, 3477.78, 2774
260, 1046.63, 3473.5, 2737
261, 1043.21, 3471.64, 2877
262, 1049.26, 3477.74, 2739
263, 1055.92, 3467.23, 2759
264, 1070.24, 3484.74, 2776
265, 1065.1, 3468.47, 2762
266, 1058.23, 3463.28, 2677
267, 1072.53, 3480.82, 2673
268, 1068.71, 3467.82, 2721
269, 1078.44, 3477.05, 2803
270, 1096.76, 3467.77, 2812
271, 1079.43, 3455.94, 2702
272, 1088.32, 3457.9, 2813
273, 1097.29, 3459.76, 2736
274, 1094.73, 3442.86, 2750
275, 1103.63, 3453.56, 2758
276, 1098.46, 3450.3, 2860
277, 1126.42, 3465.75, 2771
278, 1133.52, 3439.16, 2750
279, 1131.21, 3433.96, 2807
280, 1116.05, 3444.53, 2785
281, 1144.26, 3459.61, 2712
282, 1123.72, 3452.17, 2772
283, 1142.9, 3438.68, 2609
284, 1137.48, 3433.25, 2801
285, 1160.74, 3433.74, 2717
286, 1162.66, 3414.72, 2814
287, 1164.77, 3427.34, 2760
288, 1159.53, 3431.72, 2836
289, 1173.02, 3434.29, 2758
290, 1166.75, 3425.9, 2723
