Iterations, Time, Avg Cost, Best Cost 
151, 781.154, 3234.75, 2714
152, 864.25, 3260.69, 2761
153, 807.572, 3205.87, 2806
154, 797.534, 3219, 2695
155, 788.19, 3216.76, 2695
156, 860.126, 3231.3, 2770
157, 825.3, 3167.25, 2710
158, 813.808, 3209.72, 2699
159, 824.804, 3208.7, 2776
160, 835.364, 3227.06, 2597
161, 863.291, 3196.79, 2643
162, 853.828, 3195.2, 2714
163, 849.1, 3163.66, 2723
164, 865.474, 3224.59, 2762
165, 891.396, 3213.79, 2709
166, 878.042, 3201.37, 2781
167, 876.775, 3221.25, 2587
168, 859.544, 3223.24, 2690
169, 886.083, 3208.65, 2821
170, 886.372, 3235.88, 2739
171, 885.947, 3222.81, 2687
172, 880.063, 3240.14, 2927
173, 868.831, 3256.32, 2723
174, 967.598, 3195.56, 2757
175, 902.929, 3194.56, 2718
176, 900.199, 3202.67, 2748
177, 903.598, 3213.39, 2801
178, 953.388, 3189.55, 2735
179, 920.262, 3198.59, 2735
180, 905.562, 3178.78, 2699
181, 902.658, 3226.27, 2704
182, 946.237, 3199.73, 2672
183, 947.543, 3188.09, 2668
184, 936.384, 3196.72, 2699
185, 923.973, 3143.29, 2696
186, 930.977, 3169.52, 2687
187, 933.029, 3239.12, 2572
188, 941.625, 3182.6, 2724
189, 942.902, 3160.64, 2641
190, 936.08, 3201.18, 2691
191, 950.099, 3191.49, 2569
192, 962.34, 3202.05, 2718
193, 970.188, 3203.19, 2743
194, 995.563, 3208.66, 2673
195, 993.252, 3208.36, 2686
196, 984.205, 3190.46, 2776
197, 981.844, 3195.62, 2693
198, 987.409, 3190.13, 2708
199, 990.288, 3244.23, 2694
200, 996.821, 3224.26, 2787
201, 999.818, 3190.8, 2702
202, 1004.57, 3180.28, 2640
203, 1009.35, 3197.53, 2767
204, 1020.83, 3249.39, 2766
205, 1021.11, 3200.86, 2656
206, 1023.72, 3168.47, 2639
207, 1028.24, 3216.1, 2719
208, 1033.52, 3217.83, 2764
209, 1038.45, 3210.38, 2780
210, 1044.8, 3196.53, 2739
211, 1075.59, 3225.13, 2658
212, 1074.1, 3162.97, 2737
213, 1061.48, 3213.94, 2756
214, 1062.57, 3169.11, 2743
215, 1068.82, 3148.18, 2757
216, 1071.74, 3166.2, 2658
217, 1073.68, 3200.78, 2764
218, 1062.96, 3224.02, 2806
219, 1095.59, 3215.37, 2716
220, 1125.48, 3245.64, 2701
221, 1140.65, 3193.17, 2699
222, 1190.02, 3224.95, 2673
223, 1160.72, 3207.99, 2668
224, 1160.53, 3193.38, 2630
225, 1182.17, 3179.66, 2723
226, 1169.61, 3217.03, 2779
227, 1166.92, 3169.52, 2778
228, 1172.9, 3149.59, 2530
229, 1162.65, 3205.63, 2738
230, 1192.59, 3204.33, 2530
231, 1203.58, 3168.57, 2567
232, 1208.92, 3208.51, 2743
233, 1213.43, 3166.29, 2715
234, 1216.86, 3196.73, 2784
235, 1223.59, 3160.26, 2729
236, 1225.77, 3127.86, 2673
237, 1223.86, 3213.85, 2741
238, 1244.36, 3178.29, 2603
239, 1255.44, 3182.04, 2726
240, 1249.79, 3198.97, 2711
241, 1253.76, 3151.17, 2647
242, 1274.08, 3182.62, 2779
243, 1233.4, 3186.54, 2776
244, 1235.75, 3217.48, 2690
245, 1245.52, 3176, 2772
246, 1268.11, 3174.96, 2796
247, 1306.07, 3189.38, 2712
248, 1288.21, 3198.88, 2725
249, 1291.22, 3143.4, 2649
250, 1287.03, 3209.74, 2788
251, 1293.51, 3164.52, 2630
252, 1307.75, 3219.34, 2671
253, 1315.08, 3177.34, 2709
254, 1317.71, 3177.89, 2705
255, 1302.54, 3188.13, 2796
256, 1302.69, 3217.73, 2756
257, 1288.29, 3170.15, 2735
258, 1274.83, 3169.78, 2663
259, 1280.8, 3239.17, 2784
260, 1279.17, 3205.93, 2641
261, 1289.27, 3168.32, 2721
262, 1305.38, 3223.08, 2751
263, 1305, 3164.32, 2740
264, 1306.82, 3157.22, 2541
265, 1310.49, 3152.5, 2766
266, 1312.88, 3190.34, 2725
267, 1318.59, 3166.58, 2656
268, 1320.31, 3186.99, 2778
269, 1330.79, 3191.3, 2649
270, 1341.39, 3196.17, 2674
271, 1334.23, 3199.99, 2716
272, 1349.84, 3224.99, 2666
273, 1345.6, 3200.44, 2766
274, 1349.49, 3157.43, 2701
275, 1356.27, 3210.4, 2709
276, 1360.87, 3167.63, 2550
277, 1369.95, 3184.94, 2758
278, 1371.41, 3185.58, 2829
279, 1377.66, 3189.78, 2787
280, 1377.67, 3115.91, 2641
281, 1383.2, 3163.48, 2760
282, 1390.97, 3179.18, 2734
283, 1396.01, 3182.07, 2743
284, 1398.53, 3178.94, 2715
285, 1403.37, 3206.6, 2658
286, 1410, 3184.58, 2620
287, 1413.04, 3150.1, 2742
288, 1417.93, 3189.15, 2600
289, 1423.7, 3162.61, 2745
290, 1428.41, 3196.14, 2752
291, 1431.69, 3212.45, 2768
292, 1443.45, 3180.75, 2745
293, 1441.01, 3155.37, 2638
294, 1446.15, 3149.8, 2758
295, 1451.05, 3175.85, 2773
296, 1461.24, 3171.09, 2562
297, 1460.46, 3174.42, 2637
298, 1470.28, 3189.73, 2702
299, 1470.53, 3215.67, 2822
300, 1477.23, 3198.29, 2709
