Generation,Normal Average,Memetic Average
0,21.125,21.35
1,21.675,21.6
2,22.075,21.925
3,22.175,22
4,22.175,22.2
5,22.25,22.275
6,22.45,22.5
7,22.475,22.525
8,22.475,22.525
9,22.5,22.55
10,22.5,22.575
11,22.5,22.675
12,22.5,22.7
13,22.5,22.7
14,22.525,22.7
15,22.55,22.725
16,22.55,22.725
17,22.55,22.725
18,22.55,22.75
19,22.55,22.75
20,22.55,22.75
21,22.575,22.75
22,22.575,22.775
23,22.575,22.8
24,22.575,22.8
25,22.675,22.8
26,22.675,22.825
27,22.675,22.825
28,22.675,22.825
29,22.675,22.825
30,22.675,22.825
31,22.675,22.85
32,22.7,22.85
33,22.7,22.85
34,22.7,22.85
35,22.7,22.85
36,22.7,22.85
37,22.7,22.85
38,22.7,22.85
39,22.7,22.85
40,22.7,22.85
41,22.7,22.85
42,22.7,22.85
43,22.7,22.85
44,22.7,22.85
45,22.8,22.85
46,22.8,22.85
47,22.8,22.85
48,22.8,22.85
49,22.8,22.85
50,22.8,22.85
51,22.8,22.85
52,22.8,22.85
53,22.8,22.85
54,22.8,22.85
55,22.8,22.875
56,22.8,22.875
57,22.8,22.9
58,22.8,22.9
59,22.8,22.9
60,22.8,22.9
61,22.825,22.9
62,22.825,22.9
63,22.825,22.9
64,22.825,22.9
65,22.825,22.925
66,22.825,22.925
67,22.825,22.925
68,22.825,22.925
69,22.825,22.95
70,22.825,22.95
71,22.825,22.95
72,22.825,22.95
73,22.825,22.95
74,22.85,22.95
75,22.85,22.975
76,22.85,22.975
77,22.85,22.975
78,22.85,22.975
79,22.85,22.975
80,22.875,22.975
81,22.875,22.975
82,22.9,22.975
83,22.9,22.975
84,22.9,22.975
85,22.9,22.975
86,22.925,22.975
87,22.925,22.975
88,22.925,22.975
89,22.925,22.975
90,22.925,22.975
91,22.925,22.975
92,22.95,22.975
93,22.95,22.975
94,22.95,22.975
95,22.95,22.975
96,22.95,22.975
97,22.95,22.975
98,22.95,22.975
99,22.95,22.975
100,22.95,22.975
101,22.95,22.975
102,22.95,22.975
103,22.95,22.975
