Average Time,Best Value,Generations,Population Size,Crossover Rate,Mutation Rate,Elitism Count,Generation of Best Value
0.0003027,23,300,4,0.5,0.09,1,0
0.0002929,23,300,4,0.5,0.1,1,0
0.00030135,23,300,4,0.6,0.05,1,0
0.00029855,23,300,4,0.6,0.06,1,0
0.0002996,23,300,4,0.6,0.07,1,0
0.0003112,23,300,4,0.6,0.08,1,0
0.00030265,23,300,4,0.6,0.09,1,0
0.0003043,23,300,4,0.6,0.1,1,0
0.0003102,23,300,4,0.7,0.05,1,0
0.0003045,23,300,4,0.7,0.06,1,0
0.0003056,23,300,4,0.7,0.07,1,0
0.0003016,23,300,4,0.7,0.08,1,0
0.0002987,23,300,4,0.7,0.09,1,0
0.00029885,23,300,4,0.7,0.1,1,0
0.0002984,23,300,4,0.8,0.05,1,0
0.00029865,23,300,4,0.8,0.06,1,0
0.0003027,23,300,4,0.8,0.07,1,0
0.00029825,23,300,4,0.8,0.08,1,0
0.00029765,23,300,4,0.8,0.09,1,0
0.00030155,23,300,4,0.8,0.1,1,0
0.00029805,23,300,4,0.9,0.05,1,0
0.000299,23,300,4,0.9,0.06,1,0
0.0002969,23,300,4,0.9,0.07,1,0
0.000297,23,300,4,0.9,0.08,1,0
0.00030135,23,300,4,0.9,0.09,1,0
0.00029755,23,300,4,0.9,0.1,1,0
0.0002108,23,100,8,0.5,0.05,1,0
0.0002125,23,100,8,0.5,0.06,1,0
0.0002127,23,100,8,0.5,0.07,1,0
0.0002116,23,100,8,0.5,0.08,1,0
0.0002076,23,100,8,0.5,0.09,1,0
0.0002119,23,100,8,0.5,0.1,1,0
0.0002133,23,100,8,0.6,0.05,1,0
0.0002108,23,100,8,0.6,0.06,1,0
0.00021075,23,100,8,0.6,0.07,1,0
0.00021405,23,100,8,0.6,0.08,1,0
0.0002131,23,100,8,0.6,0.09,1,0
0.0002102,23,100,8,0.6,0.1,1,0
0.0002097,23,100,8,0.7,0.05,1,0
0.00021485,23,100,8,0.7,0.06,1,0
0.00021015,23,100,8,0.7,0.07,1,0
0.00020955,23,100,8,0.7,0.08,1,0
0.00020975,23,100,8,0.7,0.09,1,0
0.00021465,23,100,8,0.7,0.1,1,0
0.0002108,23,100,8,0.8,0.05,1,0
0.00021105,23,100,8,0.8,0.06,1,0
0.0002067,23,100,8,0.8,0.07,1,0
0.0002146,23,100,8,0.8,0.08,1,0
0.0002084,23,100,8,0.8,0.09,1,0
0.0002083,23,100,8,0.8,0.1,1,0
0.0002099,23,100,8,0.9,0.05,1,0
0.0002147,23,100,8,0.9,0.06,1,0
0.0002113,23,100,8,0.9,0.07,1,0
0.00020995,23,100,8,0.9,0.08,1,0
0.00020855,23,100,8,0.9,0.09,1,0
0.00021425,23,100,8,0.9,0.1,1,0
0.00039195,23,200,8,0.5,0.05,1,0
0.0004054,23,200,8,0.5,0.06,1,0
0.0003926,23,200,8,0.5,0.07,1,0
0.00039745,23,200,8,0.5,0.08,1,0
0.00039605,23,200,8,0.5,0.09,1,0
0.00039685,23,200,8,0.5,0.1,1,0
0.00039645,23,200,8,0.6,0.05,1,0
0.0003933,23,200,8,0.6,0.06,1,0
0.00039785,23,200,8,0.6,0.07,1,0
0.00039515,23,200,8,0.6,0.08,1,0
0.00039945,23,200,8,0.6,0.09,1,0
0.0004007,23,200,8,0.6,0.1,1,0
0.0003999,23,200,8,0.7,0.05,1,0
0.0004042,23,200,8,0.7,0.06,1,0
0.0004078,23,200,8,0.7,0.07,1,0
0.000396,23,200,8,0.7,0.08,1,0
0.0004014,23,200,8,0.7,0.09,1,0
0.00039225,23,200,8,0.7,0.1,1,0
0.0004014,23,200,8,0.8,0.05,1,0
0.000392,23,200,8,0.8,0.06,1,0
0.00039705,23,200,8,0.8,0.07,1,0
0.00039455,23,200,8,0.8,0.08,1,0
0.00039985,23,200,8,0.8,0.09,1,0
0.0003943,23,200,8,0.8,0.1,1,0
0.00039705,23,200,8,0.9,0.05,1,0
0.0003958,23,200,8,0.9,0.06,1,0
0.0004049,23,200,8,0.9,0.07,1,0
0.00039375,23,200,8,0.9,0.08,1,0
0.0003993,23,200,8,0.9,0.09,1,0
0.0003944,23,200,8,0.9,0.1,1,0
0.00058575,23,300,8,0.5,0.05,1,0
0.00058075,23,300,8,0.5,0.06,1,0
0.00058085,23,300,8,0.5,0.07,1,0
0.00058735,23,300,8,0.5,0.08,1,0
0.0005833,23,300,8,0.5,0.09,1,0
0.00057845,23,300,8,0.5,0.1,1,0
0.0005879,23,300,8,0.6,0.05,1,0
0.00058255,23,300,8,0.6,0.06,1,0
0.0005771,23,300,8,0.6,0.07,1,0
0.00057925,23,300,8,0.6,0.08,1,0
0.00058435,23,300,8,0.6,0.09,1,0
0.00057835,23,300,8,0.6,0.1,1,0
0.00058485,23,300,8,0.7,0.05,1,0
0.00057925,23,300,8,0.7,0.06,1,0
0.000585,23,300,8,0.7,0.07,1,0
0.0005815,23,300,8,0.7,0.08,1,0
0.000583,23,300,8,0.7,0.09,1,0
0.00058235,23,300,8,0.7,0.1,1,0
0.0005784,23,300,8,0.8,0.05,1,0
0.0005805,23,300,8,0.8,0.06,1,0
0.00058135,23,300,8,0.8,0.07,1,0
0.00057565,23,300,8,0.8,0.08,1,0
0.00057635,23,300,8,0.8,0.09,1,0
0.0005905,23,300,8,0.8,0.1,1,0
0.00058375,23,300,8,0.9,0.05,1,0
0.00059505,23,300,8,0.9,0.06,1,0
0.00059265,23,300,8,0.9,0.07,1,0
0.00059475,23,300,8,0.9,0.08,1,0
0.0005801,23,300,8,0.9,0.09,1,0
0.0005836,23,300,8,0.9,0.1,1,0
0.0005284,23,100,12,0.5,0.05,1,0
0.0005277,23,100,12,0.5,0.06,1,0
0.0005425,23,100,12,0.5,0.07,1,76
0.00052405,23,100,12,0.5,0.08,1,0
0.0005304,23,100,12,0.5,0.09,1,0
0.00054025,23,100,12,0.5,0.1,1,0
0.0005586,23,100,12,0.6,0.05,1,0
0.00055375,23,100,12,0.6,0.06,1,0
0.0005613,23,100,12,0.6,0.07,1,0
0.0005698,23,100,12,0.6,0.08,1,0
0.00055185,23,100,12,0.6,0.09,1,0
0.0005787,23,100,12,0.6,0.1,1,0
0.00059465,23,100,12,0.7,0.05,1,0
0.00059985,23,100,12,0.7,0.06,1,0
0.0005889,23,100,12,0.7,0.07,1,34
0.00060005,23,100,12,0.7,0.08,1,0
0.00060325,23,100,12,0.7,0.09,1,0
0.00060135,23,100,12,0.7,0.1,1,0
0.0006292,23,100,12,0.8,0.05,1,0
0.00063615,23,100,12,0.8,0.06,1,0
0.0006295,23,100,12,0.8,0.07,1,0
0.0006242,23,100,12,0.8,0.08,1,0
0.00063,23,100,12,0.8,0.09,1,0
0.00062855,23,100,12,0.8,0.1,1,0
0.0006578,23,100,12,0.9,0.05,1,0
0.0006575,23,100,12,0.9,0.06,1,0
0.00066135,23,100,12,0.9,0.07,1,0
0.00066505,23,100,12,0.9,0.08,1,0
0.0006722,23,100,12,0.9,0.09,1,0
0.00066695,23,100,12,0.9,0.1,1,0
0.00099185,23,200,12,0.5,0.05,1,0
0.0009966,23,200,12,0.5,0.06,1,0
0.00101985,23,200,12,0.5,0.07,1,0
0.00101925,23,200,12,0.5,0.08,1,0
0.00100205,23,200,12,0.5,0.09,1,0
0.00101305,23,200,12,0.5,0.1,1,0
0.0010666,23,200,12,0.6,0.05,1,0
0.00107865,23,200,12,0.6,0.06,1,0
0.00107985,23,200,12,0.6,0.07,1,0
0.0010814,23,200,12,0.6,0.08,1,0
0.00108545,23,200,12,0.6,0.09,1,0
0.00108205,23,200,12,0.6,0.1,1,0
0.0011492,23,200,12,0.7,0.05,1,0
0.0011394,23,200,12,0.7,0.06,1,0
0.0011361,23,200,12,0.7,0.07,1,0
0.00113755,23,200,12,0.7,0.08,1,0
0.00116195,23,200,12,0.7,0.09,1,0
0.00114335,23,200,12,0.7,0.1,1,0
0.00119785,23,200,12,0.8,0.05,1,0
0.0012067,23,200,12,0.8,0.06,1,0
0.00120775,23,200,12,0.8,0.07,1,0
0.0012353,23,200,12,0.8,0.08,1,0
0.00121455,23,200,12,0.8,0.09,1,0
0.00122645,23,200,12,0.8,0.1,1,0
0.0012636,23,200,12,0.9,0.05,1,0
0.00128825,23,200,12,0.9,0.06,1,126
0.00128645,23,200,12,0.9,0.07,1,0
0.00129885,23,200,12,0.9,0.08,1,0
0.0013064,23,200,12,0.9,0.09,1,0
0.0013122,23,200,12,0.9,0.1,1,0
0.0015317,23,300,12,0.5,0.05,1,0
0.0015137,23,300,12,0.5,0.06,1,0
0.0015192,23,300,12,0.5,0.07,1,0
0.00148895,23,300,12,0.5,0.08,1,0
0.0014893,23,300,12,0.5,0.09,1,0
0.00150375,23,300,12,0.5,0.1,1,0
0.00158305,23,300,12,0.6,0.05,1,0
0.001601,23,300,12,0.6,0.06,1,0
0.0015992,23,300,12,0.6,0.07,1,0
0.00160155,23,300,12,0.6,0.08,1,0
0.00159925,23,300,12,0.6,0.09,1,0
0.0016034,23,300,12,0.6,0.1,1,0
0.00167715,23,300,12,0.7,0.05,1,0
0.00169485,23,300,12,0.7,0.06,1,0
0.0016891,23,300,12,0.7,0.07,1,0
0.0017015,23,300,12,0.7,0.08,1,0
0.0017034,23,300,12,0.7,0.09,1,0
0.0017141,23,300,12,0.7,0.1,1,0
0.0017846,23,300,12,0.8,0.05,1,0
0.0017871,23,300,12,0.8,0.06,1,0
0.00180925,23,300,12,0.8,0.07,1,0
0.00181145,23,300,12,0.8,0.08,1,0
0.00180945,23,300,12,0.8,0.09,1,0
0.00182,23,300,12,0.8,0.1,1,0
0.0018834,23,300,12,0.9,0.05,1,0
0.0018942,23,300,12,0.9,0.06,1,0
0.00191015,23,300,12,0.9,0.07,1,0
0.0019205,23,300,12,0.9,0.08,1,0
0.0019367,23,300,12,0.9,0.09,1,26
0.00192425,23,300,12,0.9,0.1,1,0
