Average Time,Best Value,Generations,Population Size,Crossover Rate,Mutation Rate,Elitism Count,Generation of Best Value
0.0201583,938,300,40,0.8,0.09,4,242
0.0199808,930,300,40,0.8,0.1,4,216
0.0209782,929,300,40,0.9,0.05,4,297
0.0209915,938,300,40,0.9,0.06,4,12
0.0207735,928,300,40,0.9,0.07,4,0
0.0211011,947,300,40,0.9,0.08,4,0
0.0210442,935,300,40,0.9,0.09,4,227
0.0212046,941,300,40,0.9,0.1,4,177
0.00982345,930,100,60,0.5,0.05,6,0
0.0100312,956,100,60,0.5,0.06,6,0
0.010147,915,100,60,0.5,0.07,6,0
0.00994795,920,100,60,0.5,0.08,6,0
0.0101016,917,100,60,0.5,0.09,6,0
0.0100007,920,100,60,0.5,0.1,6,0
0.0105191,949,100,60,0.6,0.05,6,0
0.0105728,954,100,60,0.6,0.06,6,0
0.0104288,915,100,60,0.6,0.07,6,0
0.0105091,935,100,60,0.6,0.08,6,0
0.0103763,928,100,60,0.6,0.09,6,0
0.0104524,904,100,60,0.6,0.1,6,0
0.0110121,905,100,60,0.7,0.05,6,0
0.0109891,972,100,60,0.7,0.06,6,0
0.0109972,951,100,60,0.7,0.07,6,0
0.0111449,922,100,60,0.7,0.08,6,0
0.0109929,941,100,60,0.7,0.09,6,0
0.0110929,930,100,60,0.7,0.1,6,0
0.0117283,874,100,60,0.8,0.05,6,0
0.0116487,916,100,60,0.8,0.06,6,0
0.0116875,919,100,60,0.8,0.07,6,0
0.0115783,909,100,60,0.8,0.08,6,0
0.0116747,938,100,60,0.8,0.09,6,0
0.0115951,969,100,60,0.8,0.1,6,0
0.0119979,920,100,60,0.9,0.05,6,79
0.0122307,1001,100,60,0.9,0.06,6,0
0.0120696,934,100,60,0.9,0.07,6,72
0.0121597,930,100,60,0.9,0.08,6,0
0.0123039,970,100,60,0.9,0.09,6,0
0.0122388,924,100,60,0.9,0.1,6,0
0.0193236,928,200,60,0.5,0.05,6,0
0.0192185,954,200,60,0.5,0.06,6,0
0.0194695,978,200,60,0.5,0.07,6,0
0.0191398,935,200,60,0.5,0.08,6,0
0.0190586,970,200,60,0.5,0.09,6,0
0.0190444,924,200,60,0.5,0.1,6,0
0.0199869,924,200,60,0.6,0.05,6,168
0.0198159,931,200,60,0.6,0.06,6,0
0.0199797,1004,200,60,0.6,0.07,6,0
0.0198928,949,200,60,0.6,0.08,6,0
0.0199804,932,200,60,0.6,0.09,6,0
0.0201036,940,200,60,0.6,0.1,6,0
0.0213238,918,200,60,0.7,0.05,6,0
0.0208264,908,200,60,0.7,0.06,6,149
0.0212744,932,200,60,0.7,0.07,6,148
0.0212551,966,200,60,0.7,0.08,6,0
0.0212919,911,200,60,0.7,0.09,6,0
0.0209724,945,200,60,0.7,0.1,6,0
0.0222047,968,200,60,0.8,0.05,6,0
0.0223069,927,200,60,0.8,0.06,6,0
0.0222521,916,200,60,0.8,0.07,6,0
0.022583,949,200,60,0.8,0.08,6,0
0.022204,953,200,60,0.8,0.09,6,0
0.021811,985,200,60,0.8,0.1,6,0
0.0229731,894,200,60,0.9,0.05,6,0
0.0232848,948,200,60,0.9,0.06,6,0
0.0233197,910,200,60,0.9,0.07,6,0
0.0234946,941,200,60,0.9,0.08,6,0
0.0234615,949,200,60,0.9,0.09,6,148
0.0232599,949,200,60,0.9,0.1,6,177
0.0278293,949,300,60,0.5,0.05,6,0
0.0277712,944,300,60,0.5,0.06,6,0
0.0284742,930,300,60,0.5,0.07,6,0
0.0284079,942,300,60,0.5,0.08,6,144
0.0282511,916,300,60,0.5,0.09,6,0
0.0286223,926,300,60,0.5,0.1,6,0
0.0298714,934,300,60,0.6,0.05,6,32
0.029336,947,300,60,0.6,0.06,6,0
0.0300817,940,300,60,0.6,0.07,6,238
0.029731,930,300,60,0.6,0.08,6,0
0.0301898,943,300,60,0.6,0.09,6,0
0.0294334,913,300,60,0.6,0.1,6,0
0.0312475,918,300,60,0.7,0.05,6,118
0.0316408,993,300,60,0.7,0.06,6,0
0.0313628,938,300,60,0.7,0.07,6,0
0.0313667,969,300,60,0.7,0.08,6,0
0.0313071,947,300,60,0.7,0.09,6,0
0.0315226,955,300,60,0.7,0.1,6,0
0.0325959,938,300,60,0.8,0.05,6,0
0.0332587,949,300,60,0.8,0.06,6,0
0.0331053,956,300,60,0.8,0.07,6,0
0.0327865,939,300,60,0.8,0.08,6,218
0.033343,955,300,60,0.8,0.09,6,0
0.0327016,944,300,60,0.8,0.1,6,0
0.034648,917,300,60,0.9,0.05,6,227
0.0345183,918,300,60,0.9,0.06,6,135
0.0349786,947,300,60,0.9,0.07,6,234
0.0345237,996,300,60,0.9,0.08,6,0
0.0349597,958,300,60,0.9,0.09,6,109
0.0351446,938,300,60,0.9,0.1,6,0
