Average Time,Best Value,Generations,Population Size,Crossover Rate,Mutation Rate,Elitism Count,Generation of Best Value
0.00031925,52,100,10,0.5,0.05,1,0
0.00033145,52,100,10,0.5,0.06,1,0
0.0003217,52,100,10,0.5,0.07,1,0
0.0003261,52,100,10,0.5,0.08,1,0
0.00033075,52,100,10,0.5,0.09,1,0
0.0003225,52,100,10,0.5,0.1,1,0
0.00032565,52,100,10,0.6,0.05,1,0
0.0003183,52,100,10,0.6,0.06,1,0
0.00031795,52,100,10,0.6,0.07,1,0
0.0003215,52,100,10,0.6,0.08,1,0
0.00032535,52,100,10,0.6,0.09,1,0
0.0003276,52,100,10,0.6,0.1,1,0
0.00032505,52,100,10,0.7,0.05,1,0
0.0003219,52,100,10,0.7,0.06,1,0
0.00032915,52,100,10,0.7,0.07,1,0
0.00032285,51,100,10,0.7,0.08,1,0
0.0003228,52,100,10,0.7,0.09,1,0
0.0003245,52,100,10,0.7,0.1,1,0
0.00032665,52,100,10,0.8,0.05,1,0
0.000327,52,100,10,0.8,0.06,1,0
0.0003212,51,100,10,0.8,0.07,1,0
0.0003238,52,100,10,0.8,0.08,1,0
0.00032655,52,100,10,0.8,0.09,1,0
0.00032015,52,100,10,0.8,0.1,1,0
0.00032625,52,100,10,0.9,0.05,1,0
0.0003217,52,100,10,0.9,0.06,1,0
0.00031955,52,100,10,0.9,0.07,1,0
0.0003285,52,100,10,0.9,0.08,1,0
0.0003247,52,100,10,0.9,0.09,1,0
0.00032935,52,100,10,0.9,0.1,1,0
0.0005982,52,200,10,0.5,0.05,1,0
0.0006156,52,200,10,0.5,0.06,1,0
0.0006069,51,200,10,0.5,0.07,1,0
0.0005986,52,200,10,0.5,0.08,1,0
0.00060765,52,200,10,0.5,0.09,1,0
0.0006044,52,200,10,0.5,0.1,1,0
0.0006096,52,200,10,0.6,0.05,1,0
0.0006108,52,200,10,0.6,0.06,1,0
0.00060585,52,200,10,0.6,0.07,1,0
0.00061265,52,200,10,0.6,0.08,1,0
0.000611,52,200,10,0.6,0.09,1,0
0.0006047,52,200,10,0.6,0.1,1,0
0.00060125,52,200,10,0.7,0.05,1,0
0.00060435,52,200,10,0.7,0.06,1,0
0.0006057,52,200,10,0.7,0.07,1,0
0.0006104,52,200,10,0.7,0.08,1,0
0.0006073,52,200,10,0.7,0.09,1,0
0.00062975,52,200,10,0.7,0.1,1,0
0.0006166,52,200,10,0.8,0.05,1,0
0.00061155,52,200,10,0.8,0.06,1,0
0.0006056,52,200,10,0.8,0.07,1,0
0.0006023,52,200,10,0.8,0.08,1,0
0.0006075,52,200,10,0.8,0.09,1,0
0.0006114,52,200,10,0.8,0.1,1,0
0.00060655,52,200,10,0.9,0.05,1,0
0.0006132,52,200,10,0.9,0.06,1,0
0.0006054,51,200,10,0.9,0.07,1,0
0.0006015,52,200,10,0.9,0.08,1,0
0.00061385,52,200,10,0.9,0.09,1,0
0.00060755,52,200,10,0.9,0.1,1,0
0.00089585,52,300,10,0.5,0.05,1,0
0.00088345,52,300,10,0.5,0.06,1,0
0.0008852,52,300,10,0.5,0.07,1,0
0.00089315,52,300,10,0.5,0.08,1,0
0.00089845,52,300,10,0.5,0.09,1,0
0.00089525,52,300,10,0.5,0.1,1,0
0.0008847,52,300,10,0.6,0.05,1,0
0.00089165,52,300,10,0.6,0.06,1,0
0.0008835,52,300,10,0.6,0.07,1,0
0.0008965,52,300,10,0.6,0.08,1,0
0.00088225,52,300,10,0.6,0.09,1,0
0.0008938,52,300,10,0.6,0.1,1,0
0.00090255,52,300,10,0.7,0.05,1,0
0.00089405,52,300,10,0.7,0.06,1,0
0.0008849,52,300,10,0.7,0.07,1,0
0.00088915,52,300,10,0.7,0.08,1,0
0.0008886,52,300,10,0.7,0.09,1,0
0.000897,52,300,10,0.7,0.1,1,0
0.0008886,52,300,10,0.8,0.05,1,0
0.0008852,51,300,10,0.8,0.06,1,0
0.00089515,52,300,10,0.8,0.07,1,0
0.0008922,51,300,10,0.8,0.08,1,0
0.0008825,51,300,10,0.8,0.09,1,0
0.0008853,52,300,10,0.8,0.1,1,0
0.00088885,52,300,10,0.9,0.05,1,0
0.0008959,51,300,10,0.9,0.06,1,0
0.00088835,52,300,10,0.9,0.07,1,0
0.00089365,52,300,10,0.9,0.08,1,0
0.00090105,52,300,10,0.9,0.09,1,0
0.00087845,52,300,10,0.9,0.1,1,0
0.00144435,55,100,20,0.5,0.05,2,49
0.00146255,55,100,20,0.5,0.06,2,46
0.0014715,57,100,20,0.5,0.07,2,37
0.0014734,53,100,20,0.5,0.08,2,55
0.0014898,54,100,20,0.5,0.09,2,53
0.0014917,53,100,20,0.5,0.1,2,46
0.00150235,53,100,20,0.6,0.05,2,84
0.00150555,57,100,20,0.6,0.06,2,92
0.001511,53,100,20,0.6,0.07,2,79
0.00152245,55,100,20,0.6,0.08,2,33
0.0015451,57,100,20,0.6,0.09,2,47
0.0015347,55,100,20,0.6,0.1,2,71
0.00155335,55,100,20,0.7,0.05,2,88
0.00159375,56,100,20,0.7,0.06,2,16
0.00160785,53,100,20,0.7,0.07,2,62
0.00158445,58,100,20,0.7,0.08,2,33
0.0016254,55,100,20,0.7,0.09,2,34
0.0016742,54,100,20,0.7,0.1,2,74
0.00165675,54,100,20,0.8,0.05,2,36
0.00165345,53,100,20,0.8,0.06,2,73
0.00166125,57,100,20,0.8,0.07,2,19
0.0016902,58,100,20,0.8,0.08,2,51
0.00165915,56,100,20,0.8,0.09,2,64
0.00166495,54,100,20,0.8,0.1,2,39
0.001722,53,100,20,0.9,0.05,2,41
0.00175515,57,100,20,0.9,0.06,2,58
0.0017306,55,100,20,0.9,0.07,2,15
0.0017496,55,100,20,0.9,0.08,2,31
0.0017578,55,100,20,0.9,0.09,2,81
0.0017557,55,100,20,0.9,0.1,2,98
0.00285225,53,200,20,0.5,0.05,2,6
0.0027898,56,200,20,0.5,0.06,2,94
0.00278855,53,200,20,0.5,0.07,2,113
0.0028352,53,200,20,0.5,0.08,2,4
0.0028442,55,200,20,0.5,0.09,2,47
0.00284075,54,200,20,0.5,0.1,2,127
0.00299315,54,200,20,0.6,0.05,2,145
0.00293595,55,200,20,0.6,0.06,2,45
0.0029841,55,200,20,0.6,0.07,2,69
0.0030012,55,200,20,0.6,0.08,2,60
0.0030475,57,200,20,0.6,0.09,2,110
0.00308485,55,200,20,0.6,0.1,2,114
0.00312245,58,200,20,0.7,0.05,2,87
0.0031526,55,200,20,0.7,0.06,2,17
0.00311565,52,200,20,0.7,0.07,2,0
0.00308405,54,200,20,0.7,0.08,2,74
0.00316965,58,200,20,0.7,0.09,2,122
0.00313235,58,200,20,0.7,0.1,2,58
0.00327595,55,200,20,0.8,0.05,2,33
0.00327395,56,200,20,0.8,0.06,2,59
0.0032698,53,200,20,0.8,0.07,2,11
0.0033029,55,200,20,0.8,0.08,2,24
0.0032252,57,200,20,0.8,0.09,2,16
0.00327735,57,200,20,0.8,0.1,2,48
0.0034425,60,200,20,0.9,0.05,2,110
0.0034055,53,200,20,0.9,0.06,2,29
0.0034027,56,200,20,0.9,0.07,2,31
0.00338285,55,200,20,0.9,0.08,2,0
0.003494,56,200,20,0.9,0.09,2,74
0.0034459,54,200,20,0.9,0.1,2,126
0.0042181,57,300,20,0.5,0.05,2,261
0.0042974,57,300,20,0.5,0.06,2,1
0.0041874,55,300,20,0.5,0.07,2,17
0.00421745,54,300,20,0.5,0.08,2,81
0.00435235,56,300,20,0.5,0.09,2,285
0.0043337,56,300,20,0.5,0.1,2,70
0.00444735,55,300,20,0.6,0.05,2,154
0.0044225,57,300,20,0.6,0.06,2,271
0.004378,54,300,20,0.6,0.07,2,141
0.00451885,55,300,20,0.6,0.08,2,26
0.0044187,56,300,20,0.6,0.09,2,282
0.004483,56,300,20,0.6,0.1,2,47
0.0046918,55,300,20,0.7,0.05,2,109
0.0046231,52,300,20,0.7,0.06,2,0
0.004684,58,300,20,0.7,0.07,2,111
0.00476245,56,300,20,0.7,0.08,2,60
0.0046318,55,300,20,0.7,0.09,2,86
0.0047216,58,300,20,0.7,0.1,2,104
0.00487715,55,300,20,0.8,0.05,2,78
0.0047958,58,300,20,0.8,0.06,2,59
0.0049683,55,300,20,0.8,0.07,2,161
0.0051179,54,300,20,0.8,0.08,2,180
0.00484265,55,300,20,0.8,0.09,2,4
0.00502065,56,300,20,0.8,0.1,2,83
0.0052776,55,300,20,0.9,0.05,2,51
0.00522105,56,300,20,0.9,0.06,2,139
0.0051273,58,300,20,0.9,0.07,2,163
0.0051024,55,300,20,0.9,0.08,2,82
0.0051994,57,300,20,0.9,0.09,2,120
0.00512385,56,300,20,0.9,0.1,2,248
0.0020814,54,100,30,0.5,0.05,3,85
0.00211695,55,100,30,0.5,0.06,3,65
0.00211535,54,100,30,0.5,0.07,3,24
0.0021133,56,100,30,0.5,0.08,3,25
0.00210545,54,100,30,0.5,0.09,3,16
0.0020985,55,100,30,0.5,0.1,3,16
0.00217965,53,100,30,0.6,0.05,3,31
0.00216215,57,100,30,0.6,0.06,3,17
0.00215725,56,100,30,0.6,0.07,3,51
0.00219655,57,100,30,0.6,0.08,3,56
0.00222015,57,100,30,0.6,0.09,3,25
0.00217685,55,100,30,0.6,0.1,3,65
0.00224095,55,100,30,0.7,0.05,3,26
0.00229355,54,100,30,0.7,0.06,3,11
0.0022941,55,100,30,0.7,0.07,3,71
0.00231165,55,100,30,0.7,0.08,3,11
0.00228795,53,100,30,0.7,0.09,3,37
0.0022723,56,100,30,0.7,0.1,3,43
0.0023602,55,100,30,0.8,0.05,3,72
0.00235855,54,100,30,0.8,0.06,3,56
0.00237065,55,100,30,0.8,0.07,3,87
0.0023241,55,100,30,0.8,0.08,3,18
0.0023912,56,100,30,0.8,0.09,3,98
0.00239485,54,100,30,0.8,0.1,3,4
0.00244315,54,100,30,0.9,0.05,3,8
0.00242705,53,100,30,0.9,0.06,3,47
0.00247075,55,100,30,0.9,0.07,3,24
0.0024088,55,100,30,0.9,0.08,3,4
0.00248035,55,100,30,0.9,0.09,3,81
0.00246655,54,100,30,0.9,0.1,3,0
0.00412845,54,200,30,0.5,0.05,3,112
0.0040951,56,200,30,0.5,0.06,3,169
0.0040841,57,200,30,0.5,0.07,3,120
0.00405155,56,200,30,0.5,0.08,3,148
0.004072,52,200,30,0.5,0.09,3,0
0.00412285,55,200,30,0.5,0.1,3,198
0.0042756,53,200,30,0.6,0.05,3,131
0.0042684,54,200,30,0.6,0.06,3,9
0.004314,55,200,30,0.6,0.07,3,131
0.00425485,55,200,30,0.6,0.08,3,169
0.00431045,58,200,30,0.6,0.09,3,127
0.00434405,55,200,30,0.6,0.1,3,40
0.0044429,55,200,30,0.7,0.05,3,176
0.004406,54,200,30,0.7,0.06,3,30
0.0045149,58,200,30,0.7,0.07,3,175
0.0043674,55,200,30,0.7,0.08,3,57
0.0045079,58,200,30,0.7,0.09,3,137
