Average Time,Best Value,Generations,Population Size,Crossover Rate,Mutation Rate,Elitism Count,Generation of Best Value
0.0001104,35,100,4,0.5,0.05,1,0
0.00011375,35,100,4,0.5,0.06,1,0
0.0001192,35,100,4,0.5,0.07,1,0
0.00012385,35,100,4,0.5,0.08,1,0
0.0001168,35,100,4,0.5,0.09,1,0
0.0001232,35,100,4,0.5,0.1,1,0
0.0001272,35,100,4,0.6,0.05,1,0
0.00011325,35,100,4,0.6,0.06,1,0
0.0001171,35,100,4,0.6,0.07,1,0
0.0001135,35,100,4,0.6,0.08,1,0
0.00011225,35,100,4,0.6,0.09,1,0
0.0001125,35,100,4,0.6,0.1,1,0
0.0001254,35,100,4,0.7,0.05,1,0
0.00012645,35,100,4,0.7,0.06,1,0
0.00011685,35,100,4,0.7,0.07,1,0
0.0001128,35,100,4,0.7,0.08,1,0
0.0001154,35,100,4,0.7,0.09,1,0
0.0001159,35,100,4,0.7,0.1,1,0
0.00011475,35,100,4,0.8,0.05,1,0
0.00012075,35,100,4,0.8,0.06,1,0
0.0001305,35,100,4,0.8,0.07,1,0
0.00011525,35,100,4,0.8,0.08,1,0
0.0001146,35,100,4,0.8,0.09,1,0
0.0001165,35,100,4,0.8,0.1,1,0
0.00011215,35,100,4,0.9,0.05,1,0
0.00011325,35,100,4,0.9,0.06,1,0
0.0001238,35,100,4,0.9,0.07,1,0
0.0001425,35,100,4,0.9,0.08,1,0
0.00011335,35,100,4,0.9,0.09,1,0
0.00011665,35,100,4,0.9,0.1,1,0
0.00021705,35,200,4,0.5,0.05,1,0
0.0002134,35,200,4,0.5,0.06,1,0
0.0002319,35,200,4,0.5,0.07,1,0
0.00021195,35,200,4,0.5,0.08,1,0
0.00021355,35,200,4,0.5,0.09,1,0
0.00021285,35,200,4,0.5,0.1,1,0
0.00021265,35,200,4,0.6,0.05,1,0
0.00020815,35,200,4,0.6,0.06,1,0
0.00020705,35,200,4,0.6,0.07,1,0
0.0002105,35,200,4,0.6,0.08,1,0
0.00021315,35,200,4,0.6,0.09,1,0
0.0002092,35,200,4,0.6,0.1,1,0
