Average Time,Best Value,Generations,Population Size,Crossover Rate,Mutation Rate,Elitism Count,Generation of Best Value
0.00092485,295,300,10,0.7,0.08,1,0
0.0009243,294,300,10,0.7,0.09,1,0
0.00093025,295,300,10,0.7,0.1,1,0
0.00092625,295,300,10,0.8,0.05,1,0
0.0009212,295,300,10,0.8,0.06,1,0
0.00091725,294,300,10,0.8,0.07,1,0
0.0009086,288,300,10,0.8,0.08,1,0
0.0009165,295,300,10,0.8,0.09,1,0
0.00092285,295,300,10,0.8,0.1,1,0
0.0009234,295,300,10,0.9,0.05,1,0
0.00092005,293,300,10,0.9,0.06,1,0
0.00091535,295,300,10,0.9,0.07,1,0
0.00091945,295,300,10,0.9,0.08,1,0
0.0009283,295,300,10,0.9,0.09,1,0
0.00094015,295,300,10,0.9,0.1,1,0
0.0015136,295,100,20,0.5,0.05,2,0
0.0014977,295,100,20,0.5,0.06,2,0
0.0014547,294,100,20,0.5,0.07,2,0
0.0014774,295,100,20,0.5,0.08,2,0
0.00148,295,100,20,0.5,0.09,2,0
0.00147285,295,100,20,0.5,0.1,2,0
0.0015652,294,100,20,0.6,0.05,2,0
0.00154935,290,100,20,0.6,0.06,2,0
0.0015358,295,100,20,0.6,0.07,2,0
0.0015594,295,100,20,0.6,0.08,2,0
0.00156865,294,100,20,0.6,0.09,2,0
0.00155535,294,100,20,0.6,0.1,2,0
0.0016183,295,100,20,0.7,0.05,2,0
0.00161405,295,100,20,0.7,0.06,2,0
0.0016384,294,100,20,0.7,0.07,2,73
0.0016216,295,100,20,0.7,0.08,2,0
0.00162855,293,100,20,0.7,0.09,2,0
0.0016426,295,100,20,0.7,0.1,2,0
0.00167915,294,100,20,0.8,0.05,2,0
0.0016707,294,100,20,0.8,0.06,2,0
0.0016919,295,100,20,0.8,0.07,2,0
0.00166565,295,100,20,0.8,0.08,2,0
0.0017355,295,100,20,0.8,0.09,2,0
0.0016882,295,100,20,0.8,0.1,2,0
0.0017537,295,100,20,0.9,0.05,2,0
0.00177065,294,100,20,0.9,0.06,2,0
0.00176495,294,100,20,0.9,0.07,2,0
0.0017463,293,100,20,0.9,0.08,2,0
0.00175585,295,100,20,0.9,0.09,2,0
0.0017589,294,100,20,0.9,0.1,2,0
0.00286855,295,200,20,0.5,0.05,2,93
0.0028385,295,200,20,0.5,0.06,2,0
0.0028928,295,200,20,0.5,0.07,2,0
0.0028701,295,200,20,0.5,0.08,2,0
0.00288935,295,200,20,0.5,0.09,2,11
0.00282795,295,200,20,0.5,0.1,2,0
0.00301585,295,200,20,0.6,0.05,2,0
0.0029271,295,200,20,0.6,0.06,2,0
0.0029655,294,200,20,0.6,0.07,2,0
0.0030135,295,200,20,0.6,0.08,2,0
0.0030018,295,200,20,0.6,0.09,2,135
0.0030182,295,200,20,0.6,0.1,2,0
0.00314285,295,200,20,0.7,0.05,2,0
0.00304985,290,200,20,0.7,0.06,2,0
0.00321445,295,200,20,0.7,0.07,2,45
0.003064,295,200,20,0.7,0.08,2,0
0.00314975,295,200,20,0.7,0.09,2,0
0.00316035,295,200,20,0.7,0.1,2,62
0.0031978,295,200,20,0.8,0.05,2,0
0.00327475,293,200,20,0.8,0.06,2,150
0.0032624,295,200,20,0.8,0.07,2,0
0.00319425,295,200,20,0.8,0.08,2,0
0.0032292,295,200,20,0.8,0.09,2,52
0.0031907,295,200,20,0.8,0.1,2,0
0.00333875,295,200,20,0.9,0.05,2,163
0.0033645,295,200,20,0.9,0.06,2,47
0.00336435,295,200,20,0.9,0.07,2,31
0.0034179,295,200,20,0.9,0.08,2,0
0.00337775,294,200,20,0.9,0.09,2,50
0.00340055,295,200,20,0.9,0.1,2,0
0.00417875,295,300,20,0.5,0.05,2,0
0.00413935,293,300,20,0.5,0.06,2,99
0.004218,295,300,20,0.5,0.07,2,0
0.0041031,293,300,20,0.5,0.08,2,0
0.00422285,294,300,20,0.5,0.09,2,59
0.00424225,295,300,20,0.5,0.1,2,0
0.0045263,294,300,20,0.6,0.05,2,195
0.00446975,295,300,20,0.6,0.06,2,104
0.004435,295,300,20,0.6,0.07,2,0
0.0042982,293,300,20,0.6,0.08,2,262
0.0044707,294,300,20,0.6,0.09,2,0
0.00435135,294,300,20,0.6,0.1,2,0
0.00452875,295,300,20,0.7,0.05,2,0
0.00456475,295,300,20,0.7,0.06,2,0
0.00461485,295,300,20,0.7,0.07,2,0
0.00458625,294,300,20,0.7,0.08,2,0
0.0046431,295,300,20,0.7,0.09,2,0
0.004514,294,300,20,0.7,0.1,2,0
0.0048315,294,300,20,0.8,0.05,2,136
0.00478755,295,300,20,0.8,0.06,2,0
0.0048795,295,300,20,0.8,0.07,2,0
0.004837,294,300,20,0.8,0.08,2,89
0.00475235,295,300,20,0.8,0.09,2,0
0.00476295,295,300,20,0.8,0.1,2,0
0.00504505,295,300,20,0.9,0.05,2,0
0.004979,294,300,20,0.9,0.06,2,0
0.00511275,295,300,20,0.9,0.07,2,0
0.00507415,295,300,20,0.9,0.08,2,110
0.00502785,295,300,20,0.9,0.09,2,0
0.0050038,295,300,20,0.9,0.1,2,0
0.0021157,295,100,30,0.5,0.05,3,0
0.0020958,294,100,30,0.5,0.06,3,0
0.00211555,295,100,30,0.5,0.07,3,0
0.0021368,293,100,30,0.5,0.08,3,0
0.00211545,294,100,30,0.5,0.09,3,0
0.00213035,295,100,30,0.5,0.1,3,0
0.0021984,295,100,30,0.6,0.05,3,0
0.00222095,295,100,30,0.6,0.06,3,0
0.00223975,295,100,30,0.6,0.07,3,0
0.0022036,295,100,30,0.6,0.08,3,0
0.0022077,295,100,30,0.6,0.09,3,0
0.0022405,295,100,30,0.6,0.1,3,0
0.0023162,295,100,30,0.7,0.05,3,0
0.00225875,295,100,30,0.7,0.06,3,0
0.0022818,295,100,30,0.7,0.07,3,0
0.0022594,295,100,30,0.7,0.08,3,0
0.00229385,295,100,30,0.7,0.09,3,0
0.00228105,295,100,30,0.7,0.1,3,0
0.0023566,294,100,30,0.8,0.05,3,36
0.0023433,294,100,30,0.8,0.06,3,0
0.00237115,295,100,30,0.8,0.07,3,0
0.0023544,295,100,30,0.8,0.08,3,0
0.0023614,295,100,30,0.8,0.09,3,0
0.002365,295,100,30,0.8,0.1,3,0
0.00241805,295,100,30,0.9,0.05,3,0
0.0024231,295,100,30,0.9,0.06,3,0
0.002434,294,100,30,0.9,0.07,3,0
0.0024509,295,100,30,0.9,0.08,3,0
0.00242665,295,100,30,0.9,0.09,3,0
0.00241875,294,100,30,0.9,0.1,3,0
0.00412375,295,200,30,0.5,0.05,3,0
0.00408215,295,200,30,0.5,0.06,3,0
0.00412215,295,200,30,0.5,0.07,3,0
0.0040691,293,200,30,0.5,0.08,3,0
0.00406495,295,200,30,0.5,0.09,3,0
0.0040989,294,200,30,0.5,0.1,3,0
0.00427215,295,200,30,0.6,0.05,3,39
0.00422135,295,200,30,0.6,0.06,3,0
0.0042329,295,200,30,0.6,0.07,3,0
0.00425975,295,200,30,0.6,0.08,3,0
0.00424835,295,200,30,0.6,0.09,3,0
0.0042764,295,200,30,0.6,0.1,3,0
0.0043909,295,200,30,0.7,0.05,3,0
0.00443845,295,200,30,0.7,0.06,3,0
0.0044385,295,200,30,0.7,0.07,3,0
0.00438055,294,200,30,0.7,0.08,3,0
0.0043946,295,200,30,0.7,0.09,3,0
0.0044158,295,200,30,0.7,0.1,3,0
0.00463755,295,200,30,0.8,0.05,3,180
0.00461875,295,200,30,0.8,0.06,3,45
0.00468045,295,200,30,0.8,0.07,3,0
0.0045499,295,200,30,0.8,0.08,3,188
0.0045441,294,200,30,0.8,0.09,3,0
0.0045999,294,200,30,0.8,0.1,3,0
0.0047309,295,200,30,0.9,0.05,3,0
0.00488145,295,200,30,0.9,0.06,3,0
0.0047383,295,200,30,0.9,0.07,3,0
0.0046871,295,200,30,0.9,0.08,3,0
0.00471275,295,200,30,0.9,0.09,3,0
0.00470385,293,200,30,0.9,0.1,3,159
0.00604415,295,300,30,0.5,0.05,3,0
0.00611735,295,300,30,0.5,0.06,3,0
0.006108,293,300,30,0.5,0.07,3,291
0.00609775,295,300,30,0.5,0.08,3,0
0.00607885,295,300,30,0.5,0.09,3,0
0.0060401,294,300,30,0.5,0.1,3,0
0.00637035,295,300,30,0.6,0.05,3,0
0.00631065,295,300,30,0.6,0.06,3,0
0.006332,295,300,30,0.6,0.07,3,0
0.00635875,294,300,30,0.6,0.08,3,0
0.0063344,295,300,30,0.6,0.09,3,43
0.00639,295,300,30,0.6,0.1,3,84
0.0066166,295,300,30,0.7,0.05,3,0
0.00660285,295,300,30,0.7,0.06,3,0
0.0066845,295,300,30,0.7,0.07,3,110
0.00664775,295,300,30,0.7,0.08,3,0
0.0066419,295,300,30,0.7,0.09,3,0
0.006591,294,300,30,0.7,0.1,3,0
0.0068536,295,300,30,0.8,0.05,3,0
0.0069241,295,300,30,0.8,0.06,3,0
0.00683505,295,300,30,0.8,0.07,3,0
0.00674605,295,300,30,0.8,0.08,3,0
0.00677975,295,300,30,0.8,0.09,3,0
0.00686775,295,300,30,0.8,0.1,3,0
0.00708575,294,300,30,0.9,0.05,3,0
0.00706905,294,300,30,0.9,0.06,3,70
0.007289,295,300,30,0.9,0.07,3,0
0.00712475,295,300,30,0.9,0.08,3,0
0.00703395,295,300,30,0.9,0.09,3,0
0.00707085,295,300,30,0.9,0.1,3,7
