Average Time,Best Value,Generations,Population Size,Crossover Rate,Mutation Rate,Elitism Count,Generation of Best Value
0.167379,3967,300,300,0.8,0.06,30,0
0.167436,3937,300,300,0.8,0.07,30,0
0.168249,3982,300,300,0.8,0.08,30,0
0.167414,3896,300,300,0.8,0.09,30,0
0.168509,4499,300,300,0.8,0.1,30,0
0.173097,4204,300,300,0.9,0.05,30,0
0.173349,4399,300,300,0.9,0.06,30,0
0.173904,4405,300,300,0.9,0.07,30,0
0.175992,3530,300,300,0.9,0.08,30,0
0.172246,4004,300,300,0.9,0.09,30,0
0.173658,3936,300,300,0.9,0.1,30,0
