Generation,Normal Average,Memetic Average
0,963.925,1022.45
1,964.875,1024.25
2,965.35,1024.7
3,965.9,1024.7
4,965.9,1024.85
5,966.775,1024.85
6,968.25,1025
7,968.25,1025
8,968.25,1025
9,968.375,1025
10,968.375,1025
11,968.875,1025
12,968.9,1025
13,968.9,1025
14,969.075,1025
15,970.625,1025
16,971.45,1025
17,971.45,1025
18,971.45,1025
19,972.05,1025
20,972.05,1025
21,972.05,1025
22,973.15,1025
23,974.6,1025
24,974.6,1025
25,975.625,1025
26,976.125,1025
27,977.875,1025
28,978.6,1025
29,978.6,1025
30,980.775,1025
31,981.975,1025
32,982.6,1025
33,982.95,1025
34,983.6,1025
35,984,1025
36,984,1025
37,985.5,1025
38,986.225,1025
39,987.075,1025
40,987.075,1025
41,987.625,1025
42,987.625,1025
43,988.375,1025
44,988.9,1025
45,989.575,1025
46,989.9,1025
47,990.2,1025
48,990.5,1025
49,991.95,1025
50,993.35,1025
51,993.375,1025
52,994.175,1025
53,994.525,1025
54,994.65,1025
55,994.65,1025
56,994.65,1025
57,994.65,1025
58,994.65,1025
59,994.65,1025
60,994.825,1025
61,994.825,1025
62,994.825,1025
63,994.825,1025
64,994.875,1025
65,995.75,1025
66,996.325,1025
67,996.325,1025
68,997.1,1025
69,997.1,1025
70,997.1,1025
71,997.3,1025
72,997.3,1025
73,997.3,1025
74,997.325,1025
75,997.325,1025
76,997.8,1025
77,997.8,1025
78,997.8,1025
79,997.8,1025
80,997.8,1025
81,998.15,1025
82,998.15,1025
83,998.725,1025
84,998.725,1025
85,1000.12,1025
86,1000.35,1025
87,1000.35,1025
88,1000.35,1025
89,1000.35,1025
90,1000.35,1025
91,1000.62,1025
92,1001,1025
93,1001.27,1025
94,1001.27,1025
95,1001.27,1025
96,1001.27,1025
97,1001.27,1025
98,1001.27,1025
99,1001.77,1025
100,1002.45,1025
101,1002.45,1025
102,1002.45,1025
103,1002.45,1025
104,1002.45,1025
105,1002.67,1025
106,1002.67,1025
107,1002.67,1025
108,1002.83,1025
109,1002.88,1025
110,1002.88,1025
111,1002.88,1025
112,1003.6,1025
113,1003.73,1025
114,1003.73,1025
115,1004.1,1025
116,1004.1,1025
117,1004.1,1025
118,1004.1,1025
119,1004.1,1025
120,1004.3,1025
121,1004.3,1025
122,1004.3,1025
123,1004.67,1025
124,1004.67,1025
125,1005.67,1025
126,1005.67,1025
127,1005.67,1025
128,1005.67,1025
129,1006.38,1025
130,1006.73,1025
131,1006.73,1025
132,1006.73,1025
133,1006.73,1025
134,1006.73,1025
135,1007.5,1025
136,1008.5,1025
137,1008.5,1025
138,1009,1025
139,1009,1025
140,1009.8,1025
141,1010.17,1025
142,1010.17,1025
143,1010.38,1025
144,1010.38,1025
145,1010.38,1025
146,1010.5,1025
147,1010.5,1025
148,1010.5,1025
149,1010.5,1025
150,1010.5,1025
151,1010.5,1025
152,1010.5,1025
153,1010.5,1025
154,1010.5,1025
155,1010.5,1025
156,1010.5,1025
157,1010.5,1025
158,1010.5,1025
159,1011,1025
160,1011,1025
161,1011,1025
162,1011,1025
163,1011,1025
164,1011,1025
165,1011.15,1025
166,1011.42,1025
167,1011.42,1025
168,1011.8,1025
169,1011.8,1025
170,1011.8,1025
171,1011.85,1025
172,1012,1025
173,1012,1025
174,1012.15,1025
175,1012.15,1025
176,1012.15,1025
177,1012.15,1025
178,1012.58,1025
179,1012.77,1025
180,1013.3,1025
181,1013.3,1025
182,1013.3,1025
183,1013.3,1025
184,1013.3,1025
185,1013.3,1025
186,1013.3,1025
187,1013.3,1025
188,1014.45,1025
189,1014.65,1025
190,1014.65,1025
191,1014.65,1025
192,1014.65,1025
193,1014.65,1025
194,1014.65,1025
195,1014.65,1025
196,1014.65,1025
197,1014.65,1025
198,1014.65,1025
199,1014.65,1025
200,1014.65,1025
201,1014.65,1025
202,1014.65,1025
203,1014.75,1025
204,1014.75,1025
205,1014.75,1025
206,1014.75,1025
207,1014.75,1025
208,1014.75,1025
209,1015.05,1025
210,1015.33,1025
211,1016.05,1025
212,1016.05,1025
213,1016.05,1025
214,1016.05,1025
215,1016.05,1025
216,1016.05,1025
217,1016.05,1025
218,1016.3,1025
219,1016.42,1025
220,1016.42,1025
221,1016.42,1025
222,1016.42,1025
223,1016.42,1025
224,1016.42,1025
225,1016.42,1025
226,1016.42,1025
227,1016.42,1025
228,1016.7,1025
229,1016.7,1025
230,1016.7,1025
231,1016.7,1025
232,1016.7,1025
233,1016.9,1025
234,1016.9,1025
235,1016.9,1025
236,1016.9,1025
237,1016.9,1025
238,1016.9,1025
239,1017.05,1025
240,1017.05,1025
